Edge_Source,Edge_Target,Edge_Type,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,pmid,exposure,outcome,direction,significance,effect_measure,value,ci_lower,ci_upper,exposure_umls_name,exposure_umls_id,exposure_tui,exposure_source,outcome_umls_name,outcome_umls_id,outcome_tui,outcome_source,study_design,number_of_participants,original,base_concept,exposure_direction
Abnormal Biomarker Levels,Infection,Peer Interaction,47744,47744,47744,47744,10966252,procalcitonin,sepsis,increase,positive,median,16.8,0.9,351.2,procalcitonin,C0072027,T116|T123,cohort_kg,Sepsis,C0243026,T047,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Infection,Peer Interaction,49342,49342,49342,49342,11500339,procalcitonin,sepsis,increase,positive,AUC,0.92,0.85,1.0,procalcitonin,C0072027,T116|T123,cohort_kg,Sepsis,C0243026,T047,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Infection,Peer Interaction,52538,52538,52538,52538,12794413,procalcitonin,infection,increase,positive,area under the receiver operating characteristic curve,0.756,0.675,0.836,procalcitonin,C0072027,T116|T123,cohort_kg,Infection,C3714514,T046,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Infection,Peer Interaction,52540,52540,52540,52540,12794413,procalcitonin,sepsis,increase,positive,area under the receiver operating characteristic curve,0.925,0.899,0.952,procalcitonin,C0072027,T116|T123,cohort_kg,Sepsis,C0243026,T047,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Infection,Peer Interaction,72129,72129,72129,72129,21283000,procalcitonin,infection,increase,positive,odds ratio,1.0094,1.0005,1.0184,procalcitonin,C0072027,T116|T123,cohort_kg,Infection,C3714514,T046,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Infection,Peer Interaction,79067,79067,79067,79067,23109682,procalcitonin,invasive bacterial infections,increase,positive,odds ratio,21.69,7.93,59.28,procalcitonin,C0072027,T116|T123,cohort_kg,Invasive infections,C5436123,T047,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Infection,Peer Interaction,79069,79069,79069,79069,23109682,procalcitonin,invasive bacterial infections,decrease,positive,negative likelihood ratio,0.25,0.12,0.55,procalcitonin,C0072027,T116|T123,cohort_kg,Invasive infections,C5436123,T047,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Ischemic Stroke And Cardiovascular Events,Peer Interaction,51306,51306,51306,51306,12397047,parathyroid hormone,myocardial infarction,increase,positive,OR,1.6,1.1,2.3,parathyroid hormone,C0030520,T116|T121|T125,cohort_kg,Myocardial Infarction,C0027051,T047,cohort_kg,OS,1,parathyroid hormone,parathyroid hormone,increased
Abnormal Biomarker Levels,Ischemic Stroke,Peer Interaction,51306,51306,51306,51306,12397047,parathyroid hormone,myocardial infarction,increase,positive,OR,1.6,1.1,2.3,parathyroid hormone,C0030520,T116|T121|T125,cohort_kg,Myocardial Infarction,C0027051,T047,cohort_kg,OS,1,parathyroid hormone,parathyroid hormone,increased
Abnormal Biomarker Levels,Viral Infections,Peer Interaction,52538,52538,52538,52538,12794413,procalcitonin,infection,increase,positive,area under the receiver operating characteristic curve,0.756,0.675,0.836,procalcitonin,C0072027,T116|T123,cohort_kg,Infection,C3714514,T046,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
Abnormal Biomarker Levels,Viral Infections,Peer Interaction,72129,72129,72129,72129,21283000,procalcitonin,infection,increase,positive,odds ratio,1.0094,1.0005,1.0184,procalcitonin,C0072027,T116|T123,cohort_kg,Infection,C3714514,T046,cohort_kg,OS,1,procalcitonin,procalcitonin,increased
C-Reactive Protein Level,Diabetes Mellitus,Peer Interaction,32573,32573,32573,32573,11466099,C-reactive protein,type 2 diabetes mellitus,increase,positive,RR,15.7,6.5,37.9,C-reactive protein,C0006560,"T116, T129",api,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Diabetes Mellitus,Peer Interaction,32575,32575,32575,32575,11466099,C-reactive protein,type 2 diabetes mellitus,increase,positive,RR,4.2,1.5,12.0,C-reactive protein,C0006560,"T116, T129",api,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Diabetes Mellitus,Peer Interaction,36644,36644,36644,36644,18700811,C-reactive protein,type 2 diabetes,increase,positive,HR,1.39,1.29,1.51,C-reactive protein,C0006560,"T116, T129",api,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Diabetes Mellitus,Peer Interaction,60649,60649,60649,60649,17392546,C-reactive protein,type 2 diabetes,increase,positive,HR,7.6,4.43,13.04,C-reactive protein,C0006560,T116|T129,cohort_kg,Type 2 diabetes (Adult onset),C3842544,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Hypertension,Peer Interaction,53628,53628,53628,53628,14665655,C-reactive protein,hypertension,increase,positive,RR,1.25,1.14,1.4,C-reactive protein,C0006560,T116|T129,cohort_kg,Hypertension (variable),C3280772,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Obesity And Body Mass Index,Peer Interaction,36756,36756,36756,36756,19584180,C-reactive protein,body mass index,increase,positive,not found,1.22,0.18,2.25,C-reactive protein,C0006560,"T116, T129",api,Body mass index,C1305855,T201,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Obesity And Body Mass Index,Peer Interaction,36758,36758,36758,36758,19584180,C-reactive protein,body mass index,increase,positive,not found,0.98,0.32,1.63,C-reactive protein,C0006560,"T116, T129",api,Body mass index,C1305855,T201,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,2715,2715,2715,2715,39159269,C-reactive protein measurement,clinical failure,not found,negative,OR,0.41,0.09,1.83,C-reactive protein measurement,C0201657,T059,api,Clinical Failure,C3640841,T033,api,RCT,1,C-reactive protein measurement,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,53347,53347,53347,53347,14568895,C-reactive protein,congestive heart failure,increase,positive,RR,1.48,1.23,1.78,C-reactive protein,C0006560,T116|T129,cohort_kg,Congestive heart failure,C0018802,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,57804,57804,57804,57804,16516078,C-reactive protein,heart failure,increase,positive,HR,1.1,0.5,2.3,C-reactive protein,C0006560,T116|T129,cohort_kg,Heart failure,C0018801,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,63581,63581,63581,63581,18452784,C-reactive protein,congestive heart failure,increase,positive,HR,1.38,1.01,1.86,C-reactive protein,C0006560,T116|T129,cohort_kg,Congestive heart failure,C0018802,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,69751,69751,69751,69751,20447537,C-reactive protein,heart failure,not found,negative,HR,1.09,0.99,1.24,C-reactive protein,C0006560,T116|T129,cohort_kg,Heart failure,C0018801,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,71532,71532,71532,71532,21070922,C-reactive protein,heart failure,increase,positive,HR,1.57,1.28,1.94,C-reactive protein,C0006560,T116|T129,cohort_kg,Heart failure,C0018801,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,106243,106243,106243,106243,37495278,C-reactive protein,incident heart failure,increase,positive,HR,2.22,1.76,2.79,C-reactive protein,C0006560,T116|T129,cohort_kg,acute heart failure,C0264714,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,106244,106244,106244,106244,37495278,C-reactive protein,incident heart failure with reduced ejection fraction,increase,positive,HR,1.09,1.04,1.14,C-reactive protein,C0006560,T116|T129,cohort_kg,Heart failure with reduced ejection fraction,C3839346,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Heart Failure,Peer Interaction,106245,106245,106245,106245,37495278,C-reactive protein,incident heart failure with preserved ejection fraction,increase,positive,HR,1.12,1.07,1.18,C-reactive protein,C0006560,T116|T129,cohort_kg,Physical Examination Findings of New or Worsening Heart Failure,C3897927,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Obesity,Peer Interaction,36756,36756,36756,36756,19584180,C-reactive protein,body mass index,increase,positive,not found,1.22,0.18,2.25,C-reactive protein,C0006560,"T116, T129",api,Body mass index,C1305855,T201,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Obesity,Peer Interaction,36757,36757,36757,36757,19584180,C-reactive protein,fat mass,increase,positive,not found,2.67,0.65,4.68,C-reactive protein,C0006560,"T116, T129",api,Fat Mass,C4764117,T081,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Obesity,Peer Interaction,36758,36758,36758,36758,19584180,C-reactive protein,body mass index,increase,positive,not found,0.98,0.32,1.63,C-reactive protein,C0006560,"T116, T129",api,Body mass index,C1305855,T201,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Obesity,Peer Interaction,36759,36759,36759,36759,19584180,C-reactive protein,fat mass,increase,positive,not found,2.07,0.79,3.34,C-reactive protein,C0006560,"T116, T129",api,Fat Mass,C4764117,T081,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,36717,36717,36717,36717,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,1.77,1.22,2.55,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,36718,36718,36718,36718,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,2.19,1.54,3.1,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,36719,36719,36719,36719,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,1.63,1.21,2.2,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,36720,36720,36720,36720,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,1.47,1.02,2.13,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,53492,53492,53492,53492,14623805,C-reactive protein,atrial fibrillation,increase,positive,OR,1.8,1.2,2.5,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,68636,68636,68636,68636,20048208,C-reactive protein,atrial fibrillation,increase,positive,HR,1.25,1.07,1.45,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,70776,70776,70776,70776,20797493,C-reactive protein,atrial fibrillation,increase,positive,odds ratio,2.19,1.54,3.1,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation,Peer Interaction,71535,71535,71535,71535,21070922,C-reactive protein,atrial fibrillation,increase,positive,HR,1.18,1.03,1.34,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Stroke Or Transient Ischemic Attack,Peer Interaction,49109,49109,49109,49109,11425769,C-reactive protein,acute coronary events,increase,positive,odds ratio,5.9,2.0,17.9,C-reactive protein,C0006560,T116|T129,cohort_kg,Acute Coronary Syndrome,C0948089,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Stroke Or Transient Ischemic Attack,Peer Interaction,52588,52588,52588,52588,12821545,C-reactive protein,ischemic stroke,increase,positive,HR,1.19,0.92,1.53,C-reactive protein,C0006560,T116|T129,cohort_kg,Ischemic stroke,C0948008,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Stroke Or Transient Ischemic Attack,Peer Interaction,52589,52589,52589,52589,12821545,C-reactive protein,ischemic stroke,not found,negative,HR,1.05,0.81,1.37,C-reactive protein,C0006560,T116|T129,cohort_kg,Ischemic stroke,C0948008,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,36717,36717,36717,36717,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,1.77,1.22,2.55,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,36718,36718,36718,36718,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,2.19,1.54,3.1,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,36719,36719,36719,36719,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,1.63,1.21,2.2,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,36720,36720,36720,36720,20797493,C-reactive protein,atrial fibrillation,increase,positive,OR,1.47,1.02,2.13,C-reactive protein,C0006560,"T116, T129",api,Atrial Fibrillation,C0004238,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,53492,53492,53492,53492,14623805,C-reactive protein,atrial fibrillation,increase,positive,OR,1.8,1.2,2.5,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,68636,68636,68636,68636,20048208,C-reactive protein,atrial fibrillation,increase,positive,HR,1.25,1.07,1.45,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,70776,70776,70776,70776,20797493,C-reactive protein,atrial fibrillation,increase,positive,odds ratio,2.19,1.54,3.1,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Atrial Fibrillation And Flutter,Peer Interaction,71535,71535,71535,71535,21070922,C-reactive protein,atrial fibrillation,increase,positive,HR,1.18,1.03,1.34,C-reactive protein,C0006560,T116|T129,cohort_kg,Atrial Fibrillation,C0004238,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Arteritis And Arteriosclerosis Disorders,Peer Interaction,27938,27938,27938,27938,17283264,C-reactive protein,"combined end point (definite or suspected death from coronary heart disease, nonfatal myocardial infarction, and fatal or nonfatal stroke)",increase,positive,HR,1.48,1.26,1.74,C-reactive protein,C0006560,"T116, T129",api,Coronary Arteriosclerosis,C0010054,T047,scispacy,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Arteritis And Arteriosclerosis Disorders,Peer Interaction,27943,27943,27943,27943,17283264,C-reactive protein,"combined end point (definite or suspected death from coronary heart disease, nonfatal myocardial infarction, and fatal or nonfatal stroke)",increase,positive,HR,1.36,1.15,1.61,C-reactive protein,C0006560,"T116, T129",api,Coronary Arteriosclerosis,C0010054,T047,scispacy,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Mental Health Conditions,Peer Interaction,128940,128940,128940,128940,39167384,C-reactive protein,any psychiatric disorder,increase,positive,HR,1.02,1.0,1.04,C-reactive protein,C0006560,T116|T129,cohort_kg,"Psychiatric Disorders, CTCAE",C4555206,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,27938,27938,27938,27938,17283264,C-reactive protein,"combined end point (definite or suspected death from coronary heart disease, nonfatal myocardial infarction, and fatal or nonfatal stroke)",increase,positive,HR,1.48,1.26,1.74,C-reactive protein,C0006560,"T116, T129",api,Coronary Arteriosclerosis,C0010054,T047,scispacy,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,27943,27943,27943,27943,17283264,C-reactive protein,"combined end point (definite or suspected death from coronary heart disease, nonfatal myocardial infarction, and fatal or nonfatal stroke)",increase,positive,HR,1.36,1.15,1.61,C-reactive protein,C0006560,"T116, T129",api,Coronary Arteriosclerosis,C0010054,T047,scispacy,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,33648,33648,33648,33648,9892589,C-reactive protein,coronary heart disease,increase,positive,HRR,1.67,1.29,2.17,C-reactive protein,C0006560,"T116, T129",api,Coronary heart disease,C0010068,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,33649,33649,33649,33649,9892589,C-reactive protein,coronary heart disease,increase,positive,HRR,1.6,1.23,2.08,C-reactive protein,C0006560,"T116, T129",api,Coronary heart disease,C0010068,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,33650,33650,33650,33650,9892589,C-reactive protein,coronary heart disease,increase,positive,HRR,1.5,1.14,1.97,C-reactive protein,C0006560,"T116, T129",api,Coronary heart disease,C0010068,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,37323,37323,37323,37323,27327646,C-reactive protein,coronary artery disease,decrease,positive,OR,0.88,0.84,0.94,C-reactive protein,C0006560,"T116, T129",api,Coronary Artery Disease,C1956346,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,42780,42780,42780,42780,8797513,C-reactive protein,coronary heart disease death,increase,positive,RR,4.3,1.74,10.8,C-reactive protein,C0006560,T116|T129,cohort_kg,Decedent's cause of death due to coronary heart disease,C2924292,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,49109,49109,49109,49109,11425769,C-reactive protein,acute coronary events,increase,positive,odds ratio,5.9,2.0,17.9,C-reactive protein,C0006560,T116|T129,cohort_kg,Acute Coronary Syndrome,C0948089,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,50975,50975,50975,50975,12190368,C-reactive protein,incident coronary heart disease,increase,positive,OR,2.3,1.4,3.7,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,51218,51218,51218,51218,12370215,C-reactive protein,cardiovascular disease,increase,positive,relative risk,5.91,2.65,13.15,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,54380,54380,54380,54380,15070788,C-reactive protein,coronary heart disease,increase,positive,odds ratio,1.45,1.25,1.68,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,55987,55987,55987,55987,15602020,C-reactive protein,coronary heart disease,increase,positive,RR,1.79,1.27,2.51,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,58224,58224,58224,58224,16682383,C-reactive protein,coronary heart disease,increase,positive,HR,1.9,1.5,2.4,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,60724,60724,60724,60724,17404162,C-reactive protein,cardiovascular disease,increase,positive,HR,1.78,1.3,2.45,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,66396,66396,66396,66396,19363058,C-reactive protein,cardiovascular disease,increase,positive,AUC,0.805,0.795,0.815,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,73574,73574,73574,73574,21700090,C-reactive protein,cardiovascular disease,increase,positive,HR,1.22,1.1,1.34,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,73575,73575,73575,73575,21700090,C-reactive protein,cardiovascular disease,not found,negative,HR,1.0,0.86,1.38,C-reactive protein,C0006560,T116|T129,cohort_kg,Cardiovascular Diseases,C0007222,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,75621,75621,75621,75621,22210562,C-reactive protein,cardiovascular disease mortality,increase,positive,HR,1.53,1.43,1.64,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular morbidity,C1301700,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,83829,83829,83829,83829,15983245,C-reactive protein,myocardial infarction,increase,positive,odds ratio,2.2,1.3,3.6,C-reactive protein,C0006560,T116|T129,cohort_kg,Myocardial Infarction,C0027051,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,84301,84301,84301,84301,16126719,C-reactive protein,coronary heart disease,increase,positive,HR,1.03,1.0,1.06,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Coronary Artery Disease,Peer Interaction,84302,84302,84302,84302,16126719,C-reactive protein,coronary heart disease,not found,negative,HR,1.55,0.89,2.69,C-reactive protein,C0006560,T116|T129,cohort_kg,Coronary heart disease,C0010068,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Psychiatric Disorders,Peer Interaction,128940,128940,128940,128940,39167384,C-reactive protein,any psychiatric disorder,increase,positive,HR,1.02,1.0,1.04,C-reactive protein,C0006560,T116|T129,cohort_kg,"Psychiatric Disorders, CTCAE",C4555206,T033,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Malignant Neoplasm With Metastasis,Peer Interaction,36619,36619,36619,36619,20056955,C-reactive protein,cancer,increase,positive,HR,1.09,1.03,1.14,C-reactive protein,C0006560,"T116, T129",api,Malignant Neoplasms,C0006826,T191,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Gastrointestinal Diseases,Peer Interaction,37343,37343,37343,37343,27327646,C-reactive protein,inflammatory bowel disease,decrease,positive,OR,0.85,0.74,0.98,C-reactive protein,C0006560,"T116, T129",api,Inflammatory Bowel Diseases,C0021390,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Immune System Disorders And Immunodeficiency,Peer Interaction,22782,22782,22782,22782,21592994,C-reactive protein,immune reconstitution inflammatory syndrome,increase,positive,OR,8.7,2.2,34.8,C-reactive protein,C0006560,"T116, T129",api,Immune Reconstitution Inflammatory Syndrome,C1619738,T047,api,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Immune System Disorders And Immunodeficiency,Peer Interaction,22789,22789,22789,22789,21592994,C-reactive protein,AIDS or death,increase,positive,OR,4.6,2.0,10.3,C-reactive protein,C0006560,"T116, T129",api,Acquired Immunodeficiency Syndrome,C0001175,T047,scispacy,RCT,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Activities Of Daily Living Limitation,Peer Interaction,58999,58999,58999,58999,16936150,C-reactive protein,persistent functional limitation,increase,positive,HR,1.7,1.2,2.3,C-reactive protein,C0006560,T116|T129,cohort_kg,Persistent or Significant Disability or Incapacity,C2347488,T032,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Inflammatory Disorder,Peer Interaction,37343,37343,37343,37343,27327646,C-reactive protein,inflammatory bowel disease,decrease,positive,OR,0.85,0.74,0.98,C-reactive protein,C0006560,"T116, T129",api,Inflammatory Bowel Diseases,C0021390,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Inflammatory Disorder,Peer Interaction,52539,52539,52539,52539,12794413,C-reactive protein,infection,not found,negative,area under the receiver operating characteristic curve,0.58,0.488,0.672,C-reactive protein,C0006560,T116|T129,cohort_kg,Infection,C3714514,T046,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Inflammatory Disorder,Peer Interaction,52541,52541,52541,52541,12794413,C-reactive protein,sepsis,increase,positive,area under the receiver operating characteristic curve,0.677,0.622,0.733,C-reactive protein,C0006560,T116|T129,cohort_kg,Sepsis,C0243026,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Cardiovascular Disease And Hemodynamic Support,Peer Interaction,75621,75621,75621,75621,22210562,C-reactive protein,cardiovascular disease mortality,increase,positive,HR,1.53,1.43,1.64,C-reactive protein,C0006560,T116|T129,cohort_kg,cardiovascular morbidity,C1301700,T047,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Inflammatory Disorders,Peer Interaction,37343,37343,37343,37343,27327646,C-reactive protein,inflammatory bowel disease,decrease,positive,OR,0.85,0.74,0.98,C-reactive protein,C0006560,"T116, T129",api,Inflammatory Bowel Diseases,C0021390,T047,api,MR,1,C-reactive protein,c-reactive protein,increased
C-Reactive Protein Level,Inflammatory Disorders,Peer Interaction,52539,52539,52539,52539,12794413,C-reactive protein,infection,not found,negative,area under the receiver operating characteristic curve,0.58,0.488,0.672,C-reactive protein,C0006560,T116|T129,cohort_kg,Infection,C3714514,T046,cohort_kg,OS,1,C-reactive protein,c-reactive protein,increased
